ReviewID,ProductID,ProductCategory,ProductName,ReviewText,Rating,ReviewDate,VerifiedPurchase,HelpfulVotes,CleanedText,Sentiment,SentimentScore,RatingSentiment,Month
REV002399,BEA1192,Beauty,Shampoo,"outstanding performance, worth every penny. Fast shipping too!",4,2023-06-14,Yes,2,outstanding performance worth every penny fast shipping too,Positive,0.7345,Positive,2023-06
REV002197,SPO1456,Sports & Outdoors,Hiking Backpack,"does not match the description, quite misleading. Very frustrating.",1,2023-07-22,No,0,match description quite misleading frustrating,Negative,-0.7543,Negative,2023-07
REV000909,BOO1800,Books,Cookbook,"amazing value for the price, very happy with this purchase. Fast shipping too!",5,2023-10-04,No,0,amazing value price happy purchase fast shipping too,Positive,0.8881,Positive,2023-10
REV003044,HOM1044,Home & Kitchen,Coffee Maker,"superb product, will definitely buy again. Five stars from me.",5,2024-08-31,Yes,1,superb product definitely buy again five stars me,Positive,0.7783,Positive,2024-08
REV001119,ELE1131,Electronics,Smartwatch,"superb product, will definitely buy again. Fast shipping too!",5,2023-01-24,Yes,1,superb product definitely buy again fast shipping too,Positive,0.7959,Positive,2023-01
REV003066,HOM1683,Home & Kitchen,Vacuum Cleaner,"not as advertised, very frustrating purchase. Wish I'd read reviews first.",2,2024-04-23,No,0,advertised frustrating purchase wish read reviews first,Negative,-0.0591,Negative,2024-04
REV000547,ELE1052,Electronics,Wireless Earbuds,"not bad, not great, just an average item. We'll see how it holds up.",3,2024-06-14,Yes,1,bad great average item ll see how holds up,Positive,0.6754,Neutral,2024-06
REV003325,SPO1787,Sports & Outdoors,Water Bottle,"excellent build quality, arrived quickly and works great. My whole family loves it.",4,2024-05-14,No,0,excellent build quality arrived quickly works great whole family loves,Positive,0.91,Positive,2024-05
REV001291,SPO1844,Sports & Outdoors,Yoga Mat,"it's okay, does the job but nothing special.",3,2023-07-12,Yes,0,okay job nothing special,Negative,-0.3479,Neutral,2023-07
REV000896,HOM1366,Home & Kitchen,Vacuum Cleaner,"excellent build quality, arrived quickly and works great. My whole family loves it.",5,2023-04-10,Yes,5,excellent build quality arrived quickly works great whole family loves,Positive,0.91,Positive,2023-04
REV000220,HOM1324,Home & Kitchen,Air Fryer,"outstanding performance, worth every penny. Five stars from me.",5,2024-06-13,Yes,0,outstanding performance worth every penny five stars me,Positive,0.7096,Positive,2024-06
REV002856,SPO1443,Sports & Outdoors,Camping Tent,"outstanding performance, worth every penny. Would buy again.",4,2024-09-25,Yes,7,outstanding performance worth every penny buy again,Positive,0.7096,Positive,2024-09
REV003390,BOO1473,Books,Business Book,"does what it says, no major complaints. Might update this review later.",3,2024-02-02,Yes,1,what says major complaints might update review later,Positive,0.0903,Neutral,2024-02
REV003211,SPO1120,Sports & Outdoors,Camping Tent,"outstanding performance, worth every penny. My whole family loves it.",4,2024-09-30,Yes,0,outstanding performance worth every penny whole family loves,Positive,0.8625,Positive,2024-09
REV000439,SPO1445,Sports & Outdoors,Hiking Backpack,"it's okay, does the job but nothing special. Still testing it out.",3,2024-02-28,Yes,0,okay job nothing special still testing out,Negative,-0.3479,Neutral,2024-02
REV002160,CLO1134,Clothing,Winter Jacket,"gets the job done, nothing more nothing less.",3,2023-01-29,Yes,1,gets job done nothing more nothing less,Neutral,0.0,Neutral,2023-01
REV003090,ELE1457,Electronics,Laptop Stand,"absolutely love this product, exceeded my expectations. My whole family loves it.",4,2024-08-25,Yes,2,absolutely love product exceeded expectations whole family loves,Positive,0.8479,Positive,2024-08
REV003556,SPO1266,Sports & Outdoors,Hiking Backpack,"this is fantastic, exactly what I needed. Fast shipping too!",5,2024-08-23,Yes,8,fantastic exactly what needed fast shipping too,Positive,0.5983,Positive,2024-08
REV002058,BEA1345,Beauty,Sunscreen SPF50,"regret buying this, quality is really bad. Very frustrating.",1,2023-12-31,No,0,regret buying quality bad frustrating,Negative,-0.8764,Negative,2023-12
REV002904,BOO1936,Books,Self-Help Guide,"excellent build quality, arrived quickly and works great. Fast shipping too!",5,2023-11-02,Yes,0,excellent build quality arrived quickly works great fast shipping too,Positive,0.8439,Positive,2023-11
REV002936,ELE1773,Electronics,Power Bank,works flawlessly and looks even better in person. My whole family loves it.,4,2024-10-28,Yes,1,works flawlessly looks even better person whole family loves,Positive,0.8126,Positive,2024-10
REV000501,BOO1548,Books,Mystery Novel,perfect fit and great customer service too. Fast shipping too!,5,2023-12-01,No,0,perfect fit great customer service too fast shipping too,Positive,0.8908,Positive,2023-12
REV000645,HOM1617,Home & Kitchen,Non-Stick Pan Set,"it's okay, does the job but nothing special. We'll see how it holds up.",3,2023-04-19,Yes,0,okay job nothing special ll see how holds up,Negative,-0.3479,Neutral,2023-04
REV001860,ELE1318,Electronics,Smartwatch,"does what it says, no major complaints.",3,2024-04-21,No,0,what says major complaints,Positive,0.0903,Neutral,2024-04
REV001472,CLO1190,Clothing,Denim Jeans,"very disappointed, stopped working after a few days.",1,2024-05-24,No,0,disappointed stopped working after few days,Negative,-0.6779,Negative,2024-05
REV003726,HOM1582,Home & Kitchen,Non-Stick Pan Set,"this is fantastic, exactly what I needed.",5,2024-05-30,Yes,2,fantastic exactly what needed,Positive,0.5574,Positive,2024-05
REV002210,BOO1201,Books,Cookbook,"amazing value for the price, very happy with this purchase. My whole family loves it.",5,2024-10-05,Yes,7,amazing value price happy purchase whole family loves,Positive,0.9312,Positive,2024-10
REV001473,CLO1967,Clothing,Cotton T-Shirt,"it's okay, does the job but nothing special. We'll see how it holds up.   <br>  ",3,2024-01-08,Yes,0,okay job nothing special ll see how holds up,Negative,-0.3479,Neutral,2024-01
REV002405,BOO1021,Books,Cookbook,"excellent build quality, arrived quickly and works great.",5,2024-04-13,No,1,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2024-04
REV003893,BOO1267,Books,Sci-Fi Trilogy,"very disappointed, stopped working after a few days.   <br>  ",1,2023-04-04,Yes,2,disappointed stopped working after few days,Negative,-0.6779,Negative,2023-04
REV003374,HOM1354,Home & Kitchen,Non-Stick Pan Set,"absolutely love this product, exceeded my expectations. Fast shipping too!",4,2023-01-02,No,0,absolutely love product exceeded expectations fast shipping too,Positive,0.6989,Positive,2023-01
REV002461,BOO1153,Books,Sci-Fi Trilogy,"excellent build quality, arrived quickly and works great. My whole family loves it.",5,2024-09-26,Yes,1,excellent build quality arrived quickly works great whole family loves,Positive,0.91,Positive,2024-09
REV003159,SPO1056,Sports & Outdoors,Hiking Backpack,"average product, met basic expectations. Might update this review later.",3,2024-04-20,Yes,2,average product met basic expectations might update review later,Neutral,0.0,Neutral,2024-04
REV002082,CLO1316,Clothing,Running Shoes,"terrible experience, item arrived damaged.",1,2024-02-09,Yes,0,terrible experience item arrived damaged,Negative,-0.7184,Negative,2024-02
REV000188,SPO1546,Sports & Outdoors,Yoga Mat,"excellent build quality, arrived quickly and works great.",4,2023-12-10,Yes,7,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2023-12
REV003367,HOM1046,Home & Kitchen,Coffee Maker,"superb product, will definitely buy again. Five stars from me.",4,2023-12-07,No,5,superb product definitely buy again five stars me,Positive,0.7783,Positive,2023-12
REV000097,BOO1046,Books,Mystery Novel,"great quality and works perfectly, highly recommend.",4,2024-08-22,No,2,great quality works perfectly highly recommend,Positive,0.902,Positive,2024-08
REV002077,ELE1196,Electronics,Power Bank,"reasonable quality, similar to other products in this range. Still testing it out.",3,2024-08-16,Yes,1,reasonable quality similar other products range still testing out,Neutral,0.0,Neutral,2024-08
REV003300,SPO1877,Sports & Outdoors,Hiking Backpack,cheaply made and feels flimsy. Would not recommend to anyone.,1,2023-11-26,Yes,0,cheaply made feels flimsy recommend anyone,Negative,-0.2755,Negative,2023-11
REV002935,BEA1319,Beauty,Hair Dryer,"absolutely love this product, exceeded my expectations. Would buy again.",5,2024-05-19,No,1,absolutely love product exceeded expectations buy again,Positive,0.6697,Positive,2024-05
REV002011,BEA1965,Beauty,Face Moisturizer,"absolutely love this product, exceeded my expectations.",4,2024-06-18,No,1,absolutely love product exceeded expectations,Positive,0.6697,Positive,2024-06
REV000197,BEA1010,Beauty,Hair Dryer,"excellent build quality, arrived quickly and works great. Five stars from me.",5,2024-12-09,Yes,0,excellent build quality arrived quickly works great five stars me,Positive,0.8316,Positive,2024-12
REV000529,HOM1710,Home & Kitchen,Non-Stick Pan Set,"terrible experience, item arrived damaged. Asked for a refund.",2,2024-12-11,Yes,1,terrible experience item arrived damaged asked refund,Negative,-0.7184,Negative,2024-12
REV003679,ELE1510,Electronics,Wireless Earbuds,"reasonable quality, similar to other products in this range. Still testing it out.",3,2023-01-02,Yes,0,reasonable quality similar other products range still testing out,Neutral,0.0,Neutral,2023-01
REV001395,BEA1468,Beauty,Face Moisturizer,"broke within a week, waste of money.   <br>  ",1,2024-11-08,Yes,3,broke within week waste money,Negative,-0.6808,Negative,2024-11
REV002220,HOM1211,Home & Kitchen,Vacuum Cleaner,"excellent build quality, arrived quickly and works great. Five stars from me.",5,2024-10-12,Yes,1,excellent build quality arrived quickly works great five stars me,Positive,0.8316,Positive,2024-10
REV002779,SPO1413,Sports & Outdoors,Resistance Bands,works flawlessly and looks even better in person. Would buy again.,4,2024-08-25,Yes,1,works flawlessly looks even better person buy again,Positive,0.5719,Positive,2024-08
REV000677,BEA1131,Beauty,Face Moisturizer,"regret buying this, quality is really bad.",1,2024-04-04,Yes,6,regret buying quality bad,Negative,-0.7645,Negative,2024-04
REV000101,ELE1399,Electronics,Smartwatch,"this is fantastic, exactly what I needed. Fast shipping too!",4,2024-01-11,Yes,0,fantastic exactly what needed fast shipping too,Positive,0.5983,Positive,2024-01
REV003774,BEA1201,Beauty,Sunscreen SPF50,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",5,2023-07-16,Yes,9,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2023-07
REV003698,ELE1400,Electronics,Laptop Stand,"great quality and works perfectly, highly recommend. My whole family loves it.",5,2023-07-11,Yes,2,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2023-07
REV000132,BOO1620,Books,Mystery Novel,"absolutely love this product, exceeded my expectations. My whole family loves it.",5,2023-01-18,Yes,0,absolutely love product exceeded expectations whole family loves,Positive,0.8479,Positive,2023-01
REV002312,SPO1008,Sports & Outdoors,Hiking Backpack,"not bad, not great, just an average item. We'll see how it holds up.",3,2024-07-26,No,0,bad great average item ll see how holds up,Positive,0.6754,Neutral,2024-07
REV002076,CLO1595,Clothing,Yoga Pants,"great quality and works perfectly, highly recommend. My whole family loves it.",5,2023-10-19,Yes,4,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2023-10
REV003595,CLO1221,Clothing,Cotton T-Shirt,"gets the job done, nothing more nothing less.",3,2024-02-03,No,0,gets job done nothing more nothing less,Neutral,0.0,Neutral,2024-02
REV003061,CLO1805,Clothing,Yoga Pants,"very satisfied, the quality exceeded what I paid for.",5,2023-05-18,No,2,satisfied quality exceeded what paid,Positive,0.4754,Positive,2023-05
REV001127,BOO1956,Books,Mystery Novel,works flawlessly and looks even better in person.,4,2023-01-06,Yes,1,works flawlessly looks even better person,Positive,0.5719,Positive,2023-01
REV000051,BOO1786,Books,Sci-Fi Trilogy,"amazing value for the price, very happy with this purchase. Would buy again.",5,2024-09-09,No,2,amazing value price happy purchase buy again,Positive,0.8805,Positive,2024-09
REV002036,BEA1359,Beauty,Hair Dryer,"average product, met basic expectations. We'll see how it holds up.",3,2024-12-02,Yes,0,average product met basic expectations ll see how holds up,Neutral,0.0,Neutral,2024-12
REV000275,BEA1029,Beauty,Sunscreen SPF50,"not as advertised, very frustrating purchase. Would not recommend to anyone.",1,2023-02-12,Yes,0,advertised frustrating purchase recommend anyone,Negative,-0.6489,Negative,2023-02
REV002878,CLO1859,Clothing,Cotton T-Shirt,"gets the job done, nothing more nothing less. We'll see how it holds up.",3,2023-04-07,Yes,2,gets job done nothing more nothing less ll see how holds up,Neutral,0.0,Neutral,2023-04
REV003283,CLO1523,Clothing,Yoga Pants,"does not match the description, quite misleading. Would not recommend to anyone.",1,2023-01-09,Yes,0,match description quite misleading recommend anyone,Negative,-0.6253,Negative,2023-01
REV001058,BEA1191,Beauty,Shampoo,"average product, met basic expectations. Might update this review later.",3,2024-05-19,No,1,average product met basic expectations might update review later,Neutral,0.0,Neutral,2024-05
REV003793,HOM1862,Home & Kitchen,Air Fryer,"it's fine, though the packaging could be better. Still testing it out.",3,2023-11-21,Yes,0,fine though packaging better still testing out,Positive,0.5719,Neutral,2023-11
REV002336,HOM1471,Home & Kitchen,Air Fryer,"excellent build quality, arrived quickly and works great. Fast shipping too!",4,2023-03-10,Yes,3,excellent build quality arrived quickly works great fast shipping too,Positive,0.8439,Positive,2023-03
REV000369,BOO1637,Books,Sci-Fi Trilogy,"excellent build quality, arrived quickly and works great.",5,2024-09-25,Yes,1,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2024-09
REV001288,BEA1476,Beauty,Shampoo,perfect fit and great customer service too. Would buy again.,4,2023-05-25,No,0,perfect fit great customer service too buy again,Positive,0.8834,Positive,2023-05
REV003574,SPO1215,Sports & Outdoors,Resistance Bands,"very disappointed, stopped working after a few days. Very frustrating.",2,2024-11-06,Yes,0,disappointed stopped working after few days frustrating,Negative,-0.83,Negative,2024-11
REV001826,HOM1648,Home & Kitchen,Coffee Maker,"decent for the price, but not amazing. Still testing it out.",3,2023-12-16,No,0,decent price amazing still testing out,Negative,-0.6259,Neutral,2023-12
REV001657,HOM1905,Home & Kitchen,Coffee Maker,"absolutely love this product, exceeded my expectations. Fast shipping too!",4,2023-08-10,Yes,2,absolutely love product exceeded expectations fast shipping too,Positive,0.6989,Positive,2023-08
REV000853,SPO1702,Sports & Outdoors,Hiking Backpack,"amazing value for the price, very happy with this purchase. Five stars from me.",5,2024-08-18,Yes,0,amazing value price happy purchase five stars me,Positive,0.8805,Positive,2024-08
REV003454,ELE1300,Electronics,Power Bank,"great quality and works perfectly, highly recommend. Five stars from me.",5,2023-06-29,Yes,3,great quality works perfectly highly recommend five stars me,Positive,0.902,Positive,2023-06
REV000801,HOM1317,Home & Kitchen,Coffee Maker,"outstanding performance, worth every penny. Would buy again.",5,2023-02-01,Yes,5,outstanding performance worth every penny buy again,Positive,0.7096,Positive,2023-02
REV001525,CLO1661,Clothing,Winter Jacket,works flawlessly and looks even better in person. Five stars from me.,5,2023-10-21,No,9,works flawlessly looks even better person five stars me,Positive,0.5719,Positive,2023-10
REV003920,CLO1513,Clothing,Cotton T-Shirt,"very disappointed, stopped working after a few days. Would not recommend to anyone.",1,2023-11-22,Yes,1,disappointed stopped working after few days recommend anyone,Negative,-0.7705,Negative,2023-11
REV000159,HOM1186,Home & Kitchen,Non-Stick Pan Set,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",5,2024-02-29,Yes,2,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2024-02
REV001212,BEA1616,Beauty,Shampoo,"great quality and works perfectly, highly recommend.",5,2024-05-26,No,5,great quality works perfectly highly recommend,Positive,0.902,Positive,2024-05
REV000286,BEA1548,Beauty,Hair Dryer,"it's fine, though the packaging could be better. We'll see how it holds up.",3,2024-09-25,Yes,0,fine though packaging better ll see how holds up,Positive,0.5719,Neutral,2024-09
REV001783,SPO1018,Sports & Outdoors,Camping Tent,"great quality and works perfectly, highly recommend.",4,2024-11-30,Yes,18,great quality works perfectly highly recommend,Positive,0.902,Positive,2024-11
REV001406,HOM1140,Home & Kitchen,Blender,acceptable quality for casual use. Might update this review later.   <br>  ,3,2024-11-14,Yes,0,acceptable quality casual use might update review later,Positive,0.4767,Neutral,2024-11
REV000798,BEA1814,Beauty,Face Moisturizer,"amazing value for the price, very happy with this purchase.",5,2023-07-10,No,0,amazing value price happy purchase,Positive,0.8805,Positive,2023-07
REV000637,HOM1405,Home & Kitchen,Air Fryer,"absolutely love this product, exceeded my expectations. Would buy again.",5,2023-06-12,Yes,1,absolutely love product exceeded expectations buy again,Positive,0.6697,Positive,2023-06
REV003307,CLO1628,Clothing,Yoga Pants,"does not match the description, quite misleading. Very frustrating.   <br>  ",2,2024-12-22,Yes,1,match description quite misleading frustrating,Negative,-0.7543,Negative,2024-12
REV002258,SPO1559,Sports & Outdoors,Water Bottle,"decent for the price, but not amazing. Might update this review later.",3,2023-08-04,No,0,decent price amazing might update review later,Negative,-0.6259,Neutral,2023-08
REV000508,ELE1134,Electronics,Power Bank,"works fine so far, will update if anything changes. Might update this review later.",3,2023-06-05,Yes,0,works fine far update anything changes might update review later,Positive,0.2023,Neutral,2023-06
REV001412,ELE1621,Electronics,Laptop Stand,"gets the job done, nothing more nothing less. We'll see how it holds up.",3,2024-11-15,No,0,gets job done nothing more nothing less ll see how holds up,Neutral,0.0,Neutral,2024-11
REV001393,CLO1418,Clothing,Cotton T-Shirt,"does what it says, no major complaints. We'll see how it holds up.",3,2024-07-14,Yes,1,what says major complaints ll see how holds up,Positive,0.0903,Neutral,2024-07
REV000601,BOO1855,Books,Self-Help Guide,"regret buying this, quality is really bad.",2,2023-08-22,Yes,5,regret buying quality bad,Negative,-0.7645,Negative,2023-08
REV000790,ELE1384,Electronics,Laptop Stand,"average product, met basic expectations. Might update this review later.",3,2023-01-07,No,1,average product met basic expectations might update review later,Neutral,0.0,Neutral,2023-01
REV002185,ELE1438,Electronics,Power Bank,"superb product, will definitely buy again. Fast shipping too!",4,2024-11-13,Yes,5,superb product definitely buy again fast shipping too,Positive,0.7959,Positive,2024-11
REV001832,BOO1835,Books,Self-Help Guide,"regret buying this, quality is really bad. Would not recommend to anyone.",1,2023-11-07,Yes,0,regret buying quality bad recommend anyone,Negative,-0.8273,Negative,2023-11
REV002274,HOM1510,Home & Kitchen,Coffee Maker,"works fine so far, will update if anything changes.",3,2023-08-03,Yes,0,works fine far update anything changes,Positive,0.2023,Neutral,2023-08
REV001140,CLO1491,Clothing,Denim Jeans,"broke within a week, waste of money. Would not recommend to anyone.",1,2024-06-26,Yes,6,broke within week waste money recommend anyone,Negative,-0.7724,Negative,2024-06
REV000524,BEA1298,Beauty,Hair Dryer,"absolutely love this product, exceeded my expectations. Five stars from me.",5,2024-12-11,Yes,5,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2024-12
REV003673,BEA1949,Beauty,Sunscreen SPF50,"average product, met basic expectations. Might update this review later.",3,2024-01-19,Yes,2,average product met basic expectations might update review later,Neutral,0.0,Neutral,2024-01
REV000982,ELE1014,Electronics,Power Bank,arrived defective and customer support was unhelpful. Asked for a refund.,2,2024-12-11,No,1,arrived defective customer support unhelpful asked refund,Negative,-0.0516,Negative,2024-12
REV000273,ELE1490,Electronics,Wireless Earbuds,"great quality and works perfectly, highly recommend. My whole family loves it.",5,2024-12-08,Yes,3,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2024-12
REV000411,ELE1732,Electronics,Laptop Stand,cheaply made and feels flimsy. Would not recommend to anyone.,1,2023-02-24,No,4,cheaply made feels flimsy recommend anyone,Negative,-0.2755,Negative,2023-02
REV001258,SPO1802,Sports & Outdoors,Camping Tent,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",5,2023-11-18,Yes,0,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2023-11
REV000443,ELE1521,Electronics,Smartwatch,"absolutely love this product, exceeded my expectations. My whole family loves it.",5,2023-02-06,Yes,2,absolutely love product exceeded expectations whole family loves,Positive,0.8479,Positive,2023-02
REV003593,ELE1147,Electronics,Laptop Stand,"great quality and works perfectly, highly recommend. Fast shipping too!",4,2024-07-28,Yes,4,great quality works perfectly highly recommend fast shipping too,Positive,0.9078,Positive,2024-07
REV003197,SPO1863,Sports & Outdoors,Camping Tent,works flawlessly and looks even better in person. Would buy again.,4,2024-12-11,Yes,3,works flawlessly looks even better person buy again,Positive,0.5719,Positive,2024-12
REV000797,BOO1902,Books,Self-Help Guide,"it's fine, though the packaging could be better. We'll see how it holds up.",3,2024-12-03,Yes,2,fine though packaging better ll see how holds up,Positive,0.5719,Neutral,2024-12
REV002911,BOO1663,Books,Self-Help Guide,"great quality and works perfectly, highly recommend. My whole family loves it.",5,2023-05-02,Yes,2,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2023-05
REV003754,CLO1452,Clothing,Cotton T-Shirt,"does what it says, no major complaints. Might update this review later.",3,2024-03-21,Yes,0,what says major complaints might update review later,Positive,0.0903,Neutral,2024-03
REV000359,HOM1174,Home & Kitchen,Air Fryer,"outstanding performance, worth every penny. Would buy again.",5,2024-06-21,Yes,6,outstanding performance worth every penny buy again,Positive,0.7096,Positive,2024-06
REV003919,ELE1492,Electronics,Laptop Stand,"reasonable quality, similar to other products in this range. Might update this review later.",3,2024-07-08,No,1,reasonable quality similar other products range might update review later,Neutral,0.0,Neutral,2024-07
REV000317,CLO1024,Clothing,Yoga Pants,acceptable quality for casual use.,3,2024-01-22,Yes,0,acceptable quality casual use,Positive,0.4767,Neutral,2024-01
REV001026,CLO1103,Clothing,Running Shoes,"superb product, will definitely buy again. Five stars from me.",4,2023-06-10,Yes,4,superb product definitely buy again five stars me,Positive,0.7783,Positive,2023-06
REV003567,BOO1172,Books,Cookbook,perfect fit and great customer service too. Five stars from me.,4,2023-04-17,No,0,perfect fit great customer service too five stars me,Positive,0.8834,Positive,2023-04
REV003695,ELE1058,Electronics,Wireless Earbuds,"regret buying this, quality is really bad. Would not recommend to anyone.   <br>  ",2,2024-03-12,Yes,1,regret buying quality bad recommend anyone,Negative,-0.8273,Negative,2024-03
REV003160,BOO1201,Books,Mystery Novel,"outstanding performance, worth every penny. Five stars from me.",5,2024-06-02,Yes,5,outstanding performance worth every penny five stars me,Positive,0.7096,Positive,2024-06
REV000330,HOM1180,Home & Kitchen,Coffee Maker,"decent for the price, but not amazing. Still testing it out.",3,2023-10-11,Yes,2,decent price amazing still testing out,Negative,-0.6259,Neutral,2023-10
REV000315,ELE1614,Electronics,Wireless Earbuds,perfect fit and great customer service too. Five stars from me.,5,2023-01-25,Yes,1,perfect fit great customer service too five stars me,Positive,0.8834,Positive,2023-01
REV003162,SPO1703,Sports & Outdoors,Yoga Mat,"poor quality, not worth the money at all. Very frustrating.",2,2023-03-08,No,5,poor quality worth money all frustrating,Negative,-0.7881,Negative,2023-03
REV000806,SPO1642,Sports & Outdoors,Resistance Bands,"outstanding performance, worth every penny.",5,2023-12-04,Yes,8,outstanding performance worth every penny,Positive,0.7096,Positive,2023-12
REV001871,ELE1170,Electronics,Wireless Earbuds,"poor quality, not worth the money at all. Wish I'd read reviews first.",1,2023-10-19,Yes,0,poor quality worth money all wish read reviews first,Negative,-0.2654,Negative,2023-10
REV000021,BEA1943,Beauty,Sunscreen SPF50,"poor quality, not worth the money at all. Would not recommend to anyone.   <br>  ",2,2024-11-23,Yes,2,poor quality worth money all recommend anyone,Negative,-0.7074,Negative,2024-11
REV000035,BOO1115,Books,Business Book,"superb product, will definitely buy again. My whole family loves it.",4,2024-06-23,Yes,1,superb product definitely buy again whole family loves,Positive,0.8885,Positive,2024-06
REV002903,BOO1239,Books,Cookbook,perfect fit and great customer service too. Would buy again.,5,2024-01-06,Yes,0,perfect fit great customer service too buy again,Positive,0.8834,Positive,2024-01
REV000183,SPO1068,Sports & Outdoors,Water Bottle,acceptable quality for casual use. We'll see how it holds up.,3,2023-07-14,No,0,acceptable quality casual use ll see how holds up,Positive,0.4767,Neutral,2023-07
REV003535,HOM1215,Home & Kitchen,Vacuum Cleaner,"very satisfied, the quality exceeded what I paid for. Would buy again.",5,2024-01-20,Yes,0,satisfied quality exceeded what paid buy again,Positive,0.4754,Positive,2024-01
REV001825,BEA1979,Beauty,Sunscreen SPF50,"it's fine, though the packaging could be better.",3,2024-09-10,No,0,fine though packaging better,Positive,0.5719,Neutral,2024-09
REV002818,BOO1219,Books,Cookbook,acceptable quality for casual use.   <br>  ,3,2024-07-31,Yes,0,acceptable quality casual use,Positive,0.4767,Neutral,2024-07
REV003710,CLO1083,Clothing,Running Shoes,"works fine so far, will update if anything changes. We'll see how it holds up.",3,2024-09-29,No,0,works fine far update anything changes ll see how holds up,Positive,0.2023,Neutral,2024-09
REV001597,CLO1716,Clothing,Denim Jeans,"not as advertised, very frustrating purchase. Wish I'd read reviews first.",1,2024-10-03,No,0,advertised frustrating purchase wish read reviews first,Negative,-0.0591,Negative,2024-10
REV003314,BOO1476,Books,Business Book,"very satisfied, the quality exceeded what I paid for.",5,2023-05-13,Yes,5,satisfied quality exceeded what paid,Positive,0.4754,Positive,2023-05
REV001310,CLO1492,Clothing,Winter Jacket,works flawlessly and looks even better in person. Fast shipping too!,5,2024-02-18,Yes,1,works flawlessly looks even better person fast shipping too,Positive,0.6114,Positive,2024-02
REV002400,SPO1427,Sports & Outdoors,Hiking Backpack,"outstanding performance, worth every penny. Would buy again.",4,2024-08-10,Yes,0,outstanding performance worth every penny buy again,Positive,0.7096,Positive,2024-08
REV000026,ELE1502,Electronics,Smartwatch,"this is fantastic, exactly what I needed. Five stars from me.",5,2023-09-20,No,0,fantastic exactly what needed five stars me,Positive,0.5574,Positive,2023-09
REV003918,BOO1486,Books,Business Book,"superb product, will definitely buy again.",5,2024-05-09,No,9,superb product definitely buy again,Positive,0.7783,Positive,2024-05
REV001602,ELE1654,Electronics,Laptop Stand,"superb product, will definitely buy again. My whole family loves it.",4,2023-10-29,Yes,6,superb product definitely buy again whole family loves,Positive,0.8885,Positive,2023-10
REV003077,BOO1243,Books,Self-Help Guide,"absolutely love this product, exceeded my expectations. Five stars from me.",5,2023-06-08,Yes,4,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2023-06
REV003691,BEA1470,Beauty,Hair Dryer,"amazing value for the price, very happy with this purchase. Would buy again.",5,2023-07-29,Yes,0,amazing value price happy purchase buy again,Positive,0.8805,Positive,2023-07
REV000314,HOM1058,Home & Kitchen,Coffee Maker,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",4,2023-06-22,Yes,2,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2023-06
REV001814,BEA1133,Beauty,Face Moisturizer,works flawlessly and looks even better in person. My whole family loves it.,5,2024-03-18,Yes,1,works flawlessly looks even better person whole family loves,Positive,0.8126,Positive,2024-03
REV001851,ELE1317,Electronics,Wireless Earbuds,works flawlessly and looks even better in person. My whole family loves it.,5,2023-02-21,Yes,3,works flawlessly looks even better person whole family loves,Positive,0.8126,Positive,2023-02
REV002465,SPO1871,Sports & Outdoors,Camping Tent,"regret buying this, quality is really bad.   <br>  ",1,2023-10-13,No,3,regret buying quality bad,Negative,-0.7645,Negative,2023-10
REV000260,HOM1596,Home & Kitchen,Non-Stick Pan Set,"superb product, will definitely buy again.",5,2023-07-29,Yes,4,superb product definitely buy again,Positive,0.7783,Positive,2023-07
REV003989,SPO1825,Sports & Outdoors,Water Bottle,"absolutely love this product, exceeded my expectations. Five stars from me.   <br>  ",4,2023-05-05,Yes,0,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2023-05
REV001981,SPO1905,Sports & Outdoors,Water Bottle,works flawlessly and looks even better in person.,5,2024-10-20,Yes,2,works flawlessly looks even better person,Positive,0.5719,Positive,2024-10
REV001312,ELE1142,Electronics,Wireless Earbuds,"absolutely love this product, exceeded my expectations. My whole family loves it.",5,2023-11-15,No,1,absolutely love product exceeded expectations whole family loves,Positive,0.8479,Positive,2023-11
REV000406,ELE1999,Electronics,Smartwatch,"excellent build quality, arrived quickly and works great. Would buy again.",5,2023-05-15,No,1,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2023-05
REV002382,HOM1370,Home & Kitchen,Blender,"does not match the description, quite misleading.",2,2023-05-05,Yes,5,match description quite misleading,Negative,-0.4576,Negative,2023-05
